listing_id,bedrooms,bathrooms,accommodates,room_type,neighborhood,description,price
listing2171,4,3,5,Entire home/apt,Downtown,Reliable wifi. convenient location. responsive host. comfortable and clean.,276.84
listing2172,2,3,5,Private room,Downtown,Great for a short stay. high-end appliances. walk to great restaurants. easy check-in process. modern finishes throughout.,219.74
listing2173,1,1,2,Entire home/apt,Suburb,Walk to great restaurants. quiet street. modern finishes throughout. spacious and bright.,182.6
listing2174,1,3,2,Entire home/apt,Uptown,A bit dated but functional. basic amenities. shared bathroom down the hall. easy check-in process.,167.3
listing2175,2,2,3,Entire home/apt,Uptown,"Thin walls, budget option. a bit dated but functional. parking available nearby. basic amenities.",175.68
listing2176,2,3,3,Entire home/apt,Downtown,Easy check-in process. basic amenities. a bit dated but functional. no frills stay.,196.5
listing2177,1,3,3,Private room,Uptown,Quiet street. comfortable and clean. standard kitchen and bath. convenient location. responsive host.,106.77
listing2178,2,2,3,Shared room,Waterfront,Comfortable and clean. well maintained. close to public transit. convenient location.,144.6
listing2179,1,2,2,Private room,Downtown,"Thin walls, budget option. no frills stay. easy check-in process. parking available nearby.",94.56
listing2180,4,1,9,Private room,Suburb,Quiet street. convenient location. reliable wifi. standard kitchen and bath.,156.06
listing2181,5,1,6,Private room,Waterfront,Standard kitchen and bath. comfortable and clean. well maintained. quiet street. great for a short stay.,229.75
listing2182,4,2,5,Shared room,Suburb,Parking available nearby. shared bathroom down the hall. a bit dated but functional. no frills stay. easy check-in process.,119.01
listing2183,3,3,7,Entire home/apt,Downtown,Private rooftop access. quiet street. five-star concierge service. marble bathroom and premium linens.,356.54
listing2184,3,2,4,Entire home/apt,Waterfront,Easy check-in process. standard kitchen and bath. well maintained.,261.65
listing2185,2,2,5,Private room,Downtown,Comfortable and clean. reliable wifi. great for a short stay. convenient location.,148.67
listing2186,1,1,2,Entire home/apt,Uptown,Standard kitchen and bath. reliable wifi. great for a short stay. quiet street.,173.95
listing2187,3,2,4,Entire home/apt,Waterfront,Comfortable and clean. standard kitchen and bath. easy check-in process.,254.28
listing2188,3,2,4,Entire home/apt,Waterfront,Spacious and bright. high-end appliances. recently renovated. close to public transit.,309.75
listing2189,1,3,3,Private room,Downtown,Standard kitchen and bath. well maintained. convenient location. quiet street.,143.51
listing2190,3,3,4,Entire home/apt,Suburb,Quiet street. comfortable and clean. convenient location. reliable wifi.,207.1
listing2191,2,2,3,Entire home/apt,Downtown,Private rooftop access. stunning skyline view. close to public transit. marble bathroom and premium linens.,325.71
listing2192,1,3,3,Entire home/apt,Waterfront,Quiet street. walk to great restaurants. high-end appliances.,263.9
listing2193,4,2,5,Entire home/apt,Suburb,Modern finishes throughout. recently renovated. great for a short stay.,248.69
listing2194,3,3,7,Private room,Uptown,"Responsive host. basic amenities. thin walls, budget option. parking available nearby. shared bathroom down the hall.",182.62
listing2195,4,2,5,Entire home/apt,Suburb,"A bit dated but functional. thin walls, budget option. easy check-in process. responsive host.",179.06
listing2196,4,1,9,Private room,Waterfront,Parking available nearby. quiet street. walk to great restaurants. recently renovated.,257.22
listing2197,5,2,6,Private room,Suburb,Easy check-in process. well maintained. standard kitchen and bath.,183.16
listing2198,5,1,11,Entire home/apt,Waterfront,Recently renovated. great for a short stay. high-end appliances. spacious and bright.,352.21
listing2199,4,1,5,Private room,Waterfront,Walk to great restaurants. modern finishes throughout. quiet street. spacious and bright.,239.72
listing2200,5,3,11,Private room,Downtown,Standard kitchen and bath. convenient location. easy check-in process. great for a short stay.,251.78
listing2201,3,3,7,Private room,Waterfront,Convenient location. well maintained. great for a short stay.,209.18
listing2202,5,1,6,Entire home/apt,Downtown,Great for a short stay. standard kitchen and bath. well maintained. comfortable and clean.,265.61
listing2203,4,3,5,Entire home/apt,Suburb,Responsive host. convenient location. quiet street. well maintained. standard kitchen and bath.,257.8
listing2204,4,1,5,Shared room,Downtown,High-end appliances. spacious and bright. quiet street.,204.36
listing2205,5,1,11,Private room,Downtown,Easy check-in process. spacious and bright. recently renovated. walk to great restaurants.,281.16
listing2206,3,3,7,Shared room,Suburb,Standard kitchen and bath. close to public transit. convenient location. parking available nearby.,127.98
listing2207,4,1,9,Shared room,Downtown,Parking available nearby. quiet street. recently renovated. spacious and bright.,218.74
listing2208,2,3,3,Entire home/apt,Uptown,Convenient location. comfortable and clean. reliable wifi. responsive host.,207.53
listing2209,5,3,11,Private room,Waterfront,Recently renovated. high-end appliances. quiet street.,285.4
listing2210,4,1,5,Entire home/apt,Downtown,"Basic amenities. great for a short stay. thin walls, budget option.",225.07
listing2211,4,1,9,Private room,Downtown,Recently renovated. great for a short stay. high-end appliances.,243.12
listing2212,3,3,4,Entire home/apt,Uptown,Spacious and bright. responsive host. walk to great restaurants. recently renovated.,289.06
listing2213,5,2,11,Entire home/apt,Downtown,Convenient location. close to public transit. reliable wifi. standard kitchen and bath.,294.64
listing2214,1,2,3,Private room,Downtown,Reliable wifi. quiet street. standard kitchen and bath. responsive host. convenient location.,133.07
listing2215,1,2,3,Private room,Downtown,Spacious and bright. recently renovated. walk to great restaurants. parking available nearby.,169.22
listing2216,3,2,4,Private room,Uptown,"Close to public transit. easy check-in process. no frills stay. thin walls, budget option. a bit dated but functional.",147.31
listing2217,4,3,5,Entire home/apt,Uptown,Modern finishes throughout. easy check-in process. quiet street. spacious and bright.,286.57
listing2218,5,2,11,Entire home/apt,Downtown,Designer furnished. quiet street. private rooftop access. close to public transit. stunning skyline view.,405.75
listing2219,3,1,4,Shared room,Waterfront,High-end appliances. great for a short stay. parking available nearby. modern finishes throughout.,206.64
listing2220,4,2,5,Entire home/apt,Waterfront,Well maintained. easy check-in process. comfortable and clean. quiet street.,275.25
listing2221,3,3,7,Entire home/apt,Downtown,Standard kitchen and bath. convenient location. quiet street. well maintained. close to public transit.,250.48
listing2222,5,1,11,Private room,Uptown,Marble bathroom and premium linens. easy check-in process. five-star concierge service.,287.63
listing2223,4,2,9,Entire home/apt,Suburb,Comfortable and clean. parking available nearby. standard kitchen and bath. reliable wifi.,248.32
listing2224,3,3,7,Private room,Waterfront,"Thin walls, budget option. close to public transit. easy check-in process. a bit dated but functional.",166.87
listing2225,5,2,6,Entire home/apt,Uptown,A bit dated but functional. responsive host. no frills stay.,243.7
listing2226,1,1,2,Private room,Uptown,Parking available nearby. recently renovated. spacious and bright. great for a short stay. high-end appliances.,147.37
listing2227,5,1,11,Shared room,Downtown,Reliable wifi. standard kitchen and bath. parking available nearby.,213.53
listing2228,1,2,2,Shared room,Suburb,Basic amenities. a bit dated but functional. no frills stay. parking available nearby. easy check-in process.,41.66
listing2229,2,2,3,Private room,Suburb,Parking available nearby. well maintained. reliable wifi. comfortable and clean.,101.8
listing2230,5,3,6,Entire home/apt,Suburb,Quiet street. recently renovated. high-end appliances. modern finishes throughout. responsive host.,282.29
listing2231,4,2,9,Private room,Downtown,Comfortable and clean. quiet street. reliable wifi. convenient location.,226.58
listing2232,5,3,11,Private room,Uptown,Walk to great restaurants. close to public transit. high-end appliances.,266.45
listing2233,4,1,5,Private room,Downtown,Quiet street. modern finishes throughout. recently renovated. parking available nearby. walk to great restaurants.,199.0
listing2234,4,2,5,Private room,Uptown,Designer furnished. easy check-in process. stunning skyline view.,279.79
listing2235,2,1,3,Private room,Uptown,Quiet street. recently renovated. high-end appliances.,155.56
listing2236,1,2,3,Private room,Waterfront,Convenient location. standard kitchen and bath. quiet street. comfortable and clean. great for a short stay.,155.61
listing2237,1,1,2,Private room,Downtown,Great for a short stay. recently renovated. quiet street. modern finishes throughout. walk to great restaurants.,182.71
listing2238,2,2,5,Entire home/apt,Suburb,"Close to public transit. thin walls, budget option. parking available nearby. a bit dated but functional.",156.2
listing2239,1,2,2,Entire home/apt,Downtown,Private rooftop access. close to public transit. marble bathroom and premium linens. designer furnished. quiet street.,302.95
listing2240,3,1,4,Private room,Downtown,Standard kitchen and bath. responsive host. reliable wifi. well maintained.,171.85
listing2241,4,1,5,Entire home/apt,Suburb,Walk to great restaurants. great for a short stay. high-end appliances. modern finishes throughout.,271.05
listing2242,5,2,11,Private room,Waterfront,Spacious and bright. quiet street. close to public transit. high-end appliances.,281.25
listing2243,3,3,4,Private room,Uptown,"Great for a short stay. basic amenities. no frills stay. thin walls, budget option. parking available nearby.",139.9
listing2244,5,1,6,Entire home/apt,Waterfront,Walk to great restaurants. close to public transit. recently renovated.,337.08
listing2245,5,2,6,Private room,Downtown,"A bit dated but functional. thin walls, budget option. easy check-in process.",191.72
listing2246,5,1,6,Private room,Downtown,Convenient location. standard kitchen and bath. close to public transit. easy check-in process.,227.83
listing2247,3,3,4,Private room,Uptown,Convenient location. well maintained. comfortable and clean. close to public transit.,164.82
listing2248,2,2,5,Entire home/apt,Uptown,Close to public transit. comfortable and clean. convenient location. reliable wifi. quiet street.,235.83
listing2249,5,3,6,Private room,Waterfront,Well maintained. great for a short stay. standard kitchen and bath. convenient location. responsive host.,269.47
listing2250,2,1,3,Entire home/apt,Downtown,Parking available nearby. quiet street. stunning skyline view. five-star concierge service.,306.38
listing2251,3,1,4,Private room,Waterfront,Easy check-in process. comfortable and clean. reliable wifi. standard kitchen and bath. quiet street.,186.63
listing2252,1,2,3,Entire home/apt,Suburb,Great for a short stay. convenient location. reliable wifi. standard kitchen and bath.,174.3
listing2253,4,2,5,Private room,Downtown,Easy check-in process. walk to great restaurants. parking available nearby. high-end appliances.,227.75
listing2254,4,3,5,Private room,Downtown,Responsive host. walk to great restaurants. recently renovated. easy check-in process.,236.26
listing2255,1,3,2,Private room,Uptown,"No frills stay. parking available nearby. thin walls, budget option.",111.08
listing2256,2,3,3,Entire home/apt,Suburb,Stunning skyline view. easy check-in process. great for a short stay. marble bathroom and premium linens.,281.29
listing2257,3,2,4,Private room,Waterfront,Great for a short stay. parking available nearby. no frills stay. a bit dated but functional.,157.28
listing2258,3,2,7,Private room,Waterfront,Standard kitchen and bath. convenient location. responsive host. reliable wifi. great for a short stay.,202.13
listing2259,5,2,6,Entire home/apt,Uptown,Well maintained. responsive host. convenient location. reliable wifi. parking available nearby.,240.37
listing2260,2,1,3,Shared room,Downtown,Close to public transit. spacious and bright. recently renovated. great for a short stay.,160.71
listing2261,5,2,6,Private room,Uptown,No frills stay. responsive host. easy check-in process. shared bathroom down the hall. basic amenities.,164.96
listing2262,3,2,4,Shared room,Downtown,"Thin walls, budget option. easy check-in process. shared bathroom down the hall.",136.02
listing2263,5,1,11,Shared room,Waterfront,High-end appliances. modern finishes throughout. close to public transit. spacious and bright.,270.94
listing2264,2,1,5,Shared room,Downtown,Basic amenities. parking available nearby. close to public transit. a bit dated but functional.,107.92
listing2265,1,2,3,Private room,Downtown,Close to public transit. easy check-in process. convenient location. well maintained. comfortable and clean.,144.75
listing2266,1,2,2,Private room,Uptown,Close to public transit. spacious and bright. high-end appliances. recently renovated.,138.03
listing2267,2,3,5,Entire home/apt,Uptown,Modern finishes throughout. easy check-in process. spacious and bright. parking available nearby.,268.09
listing2268,5,2,6,Entire home/apt,Waterfront,Quiet street. responsive host. basic amenities. shared bathroom down the hall.,276.55
listing2269,1,3,3,Private room,Uptown,Well maintained. quiet street. easy check-in process. comfortable and clean. convenient location.,144.94
listing2270,2,2,5,Entire home/apt,Suburb,Quiet street. designer furnished. great for a short stay. private rooftop access.,301.42
listing2271,1,1,3,Private room,Suburb,Comfortable and clean. great for a short stay. responsive host. standard kitchen and bath.,64.69
listing2272,5,1,11,Entire home/apt,Suburb,"Parking available nearby. no frills stay. thin walls, budget option. basic amenities.",219.34
listing2273,4,3,5,Entire home/apt,Waterfront,"A bit dated but functional. no frills stay. thin walls, budget option. close to public transit.",248.09
listing2274,4,2,5,Entire home/apt,Waterfront,Reliable wifi. great for a short stay. well maintained.,279.07
listing2275,4,1,9,Entire home/apt,Waterfront,Private rooftop access. easy check-in process. five-star concierge service. quiet street.,373.16
listing2276,4,2,5,Entire home/apt,Uptown,Parking available nearby. reliable wifi. standard kitchen and bath. quiet street.,244.19
listing2277,4,3,9,Entire home/apt,Uptown,A bit dated but functional. responsive host. shared bathroom down the hall. great for a short stay.,255.33
listing2278,1,2,3,Private room,Waterfront,Quiet street. standard kitchen and bath. well maintained.,136.78
listing2279,5,1,11,Entire home/apt,Downtown,"No frills stay. quiet street. thin walls, budget option.",256.51
listing2280,4,1,5,Entire home/apt,Downtown,Comfortable and clean. reliable wifi. quiet street. convenient location. parking available nearby.,244.71
listing2281,4,3,9,Entire home/apt,Suburb,Five-star concierge service. close to public transit. designer furnished. stunning skyline view.,333.68
listing2282,2,3,3,Entire home/apt,Downtown,Recently renovated. quiet street. parking available nearby. walk to great restaurants. spacious and bright.,258.26
listing2283,5,3,6,Entire home/apt,Uptown,"Shared bathroom down the hall. great for a short stay. close to public transit. no frills stay. thin walls, budget option.",248.42
listing2284,2,3,3,Private room,Waterfront,Reliable wifi. standard kitchen and bath. responsive host.,176.01
listing2285,1,1,3,Private room,Downtown,Quiet street. a bit dated but functional. basic amenities. shared bathroom down the hall. parking available nearby.,90.56
listing2286,5,1,11,Entire home/apt,Suburb,Close to public transit. shared bathroom down the hall. basic amenities. no frills stay. quiet street.,234.49
listing2287,2,1,5,Private room,Downtown,Comfortable and clean. parking available nearby. convenient location. reliable wifi.,155.29
listing2288,1,1,3,Entire home/apt,Suburb,Comfortable and clean. standard kitchen and bath. close to public transit. reliable wifi. parking available nearby.,162.75
listing2289,4,3,5,Entire home/apt,Suburb,Responsive host. spacious and bright. high-end appliances. recently renovated. parking available nearby.,269.66
listing2290,2,3,3,Private room,Downtown,Modern finishes throughout. spacious and bright. easy check-in process. great for a short stay.,207.71
listing2291,5,1,11,Entire home/apt,Downtown,Close to public transit. no frills stay. responsive host. a bit dated but functional.,262.25
listing2292,3,3,4,Private room,Uptown,Great for a short stay. marble bathroom and premium linens. stunning skyline view.,259.92
listing2293,1,2,2,Entire home/apt,Uptown,Close to public transit. reliable wifi. well maintained. standard kitchen and bath. quiet street.,189.55
listing2294,5,1,11,Entire home/apt,Downtown,Standard kitchen and bath. reliable wifi. easy check-in process.,294.06
listing2295,3,3,7,Entire home/apt,Suburb,Walk to great restaurants. close to public transit. recently renovated. modern finishes throughout. great for a short stay.,268.22
listing2296,2,3,3,Entire home/apt,Downtown,A bit dated but functional. shared bathroom down the hall. parking available nearby. no frills stay.,193.25
listing2297,4,2,9,Shared room,Suburb,Convenient location. comfortable and clean. quiet street. reliable wifi.,157.11
listing2298,3,3,4,Entire home/apt,Downtown,Parking available nearby. high-end appliances. spacious and bright. recently renovated.,288.04
listing2299,1,2,2,Private room,Suburb,Comfortable and clean. parking available nearby. standard kitchen and bath.,101.22
listing2300,4,3,5,Private room,Downtown,Great for a short stay. easy check-in process. recently renovated. walk to great restaurants.,252.73
listing2301,3,2,7,Private room,Uptown,"Parking available nearby. a bit dated but functional. easy check-in process. thin walls, budget option.",160.25
listing2302,4,3,5,Entire home/apt,Waterfront,Walk to great restaurants. close to public transit. spacious and bright. high-end appliances.,313.15
listing2303,5,1,6,Entire home/apt,Downtown,"Shared bathroom down the hall. thin walls, budget option. quiet street. easy check-in process.",231.29
listing2304,4,1,9,Entire home/apt,Suburb,"Responsive host. thin walls, budget option. basic amenities. shared bathroom down the hall.",190.61
listing2305,4,3,9,Private room,Downtown,Quiet street. great for a short stay. well maintained. comfortable and clean. convenient location.,211.38
listing2306,2,1,5,Entire home/apt,Uptown,Easy check-in process. walk to great restaurants. high-end appliances. close to public transit.,224.41
listing2307,2,1,5,Shared room,Uptown,"Thin walls, budget option. close to public transit. shared bathroom down the hall.",88.46
listing2308,3,3,7,Private room,Waterfront,Walk to great restaurants. recently renovated. high-end appliances. close to public transit. great for a short stay.,251.95
listing2309,5,1,11,Entire home/apt,Downtown,Close to public transit. basic amenities. no frills stay.,263.24
listing2310,3,2,7,Private room,Downtown,Reliable wifi. convenient location. parking available nearby. great for a short stay. well maintained.,187.36
listing2311,2,1,5,Entire home/apt,Downtown,Comfortable and clean. close to public transit. reliable wifi. standard kitchen and bath. great for a short stay.,213.83
listing2312,4,1,5,Shared room,Uptown,"Close to public transit. basic amenities. responsive host. a bit dated but functional. thin walls, budget option.",136.8
listing2313,5,3,6,Entire home/apt,Downtown,Marble bathroom and premium linens. parking available nearby. private rooftop access. easy check-in process.,380.17
listing2314,5,1,11,Shared room,Suburb,Standard kitchen and bath. convenient location. reliable wifi. quiet street. close to public transit.,148.13
listing2315,2,1,3,Private room,Uptown,Great for a short stay. walk to great restaurants. high-end appliances. close to public transit. modern finishes throughout.,177.55
listing2316,4,3,9,Private room,Waterfront,Responsive host. close to public transit. convenient location. well maintained. standard kitchen and bath.,235.41
listing2317,3,3,4,Entire home/apt,Uptown,Well maintained. comfortable and clean. responsive host. quiet street.,259.47
listing2318,3,1,7,Private room,Downtown,Well maintained. comfortable and clean. reliable wifi. quiet street.,175.69
listing2319,2,3,3,Entire home/apt,Uptown,High-end appliances. quiet street. walk to great restaurants. easy check-in process. spacious and bright.,263.15
listing2320,1,2,3,Private room,Downtown,Recently renovated. spacious and bright. responsive host. walk to great restaurants.,192.99
listing2321,2,3,3,Entire home/apt,Uptown,Well maintained. parking available nearby. comfortable and clean. great for a short stay. standard kitchen and bath.,206.74
listing2322,3,1,4,Entire home/apt,Uptown,Well maintained. comfortable and clean. quiet street. parking available nearby.,206.08
listing2323,5,3,6,Entire home/apt,Uptown,Well maintained. parking available nearby. convenient location. standard kitchen and bath.,287.9
listing2324,5,2,11,Entire home/apt,Suburb,Convenient location. well maintained. comfortable and clean. responsive host.,270.9
listing2325,1,3,2,Entire home/apt,Downtown,Quiet street. comfortable and clean. standard kitchen and bath.,194.07
listing2326,4,2,9,Private room,Uptown,Close to public transit. easy check-in process. reliable wifi. comfortable and clean.,184.46
listing2327,1,3,2,Entire home/apt,Downtown,Modern finishes throughout. easy check-in process. parking available nearby. spacious and bright.,220.56
listing2328,4,2,5,Private room,Uptown,Marble bathroom and premium linens. five-star concierge service. designer furnished. close to public transit.,279.14
listing2329,2,1,5,Entire home/apt,Waterfront,Great for a short stay. parking available nearby. stunning skyline view. five-star concierge service.,317.86
listing2330,3,3,4,Private room,Downtown,Spacious and bright. responsive host. easy check-in process. modern finishes throughout.,228.05
listing2331,4,3,5,Private room,Waterfront,Standard kitchen and bath. reliable wifi. parking available nearby. comfortable and clean.,201.7
listing2332,3,1,7,Entire home/apt,Uptown,High-end appliances. spacious and bright. responsive host.,253.82
listing2333,5,2,11,Private room,Downtown,No frills stay. parking available nearby. basic amenities.,208.26
listing2334,3,2,7,Shared room,Suburb,Responsive host. reliable wifi. convenient location. well maintained.,113.93
listing2335,5,2,6,Private room,Uptown,Reliable wifi. standard kitchen and bath. comfortable and clean. parking available nearby. responsive host.,205.41
listing2336,4,3,9,Entire home/apt,Suburb,Basic amenities. no frills stay. easy check-in process. shared bathroom down the hall. quiet street.,225.0
listing2337,2,3,3,Entire home/apt,Uptown,Close to public transit. private rooftop access. five-star concierge service. marble bathroom and premium linens. parking available nearby.,330.24
listing2338,4,1,9,Private room,Suburb,High-end appliances. walk to great restaurants. spacious and bright. parking available nearby.,202.76
listing2339,3,3,7,Entire home/apt,Downtown,Comfortable and clean. reliable wifi. responsive host. close to public transit.,280.38
listing2340,3,2,4,Private room,Uptown,Great for a short stay. convenient location. well maintained. close to public transit. standard kitchen and bath.,150.04
listing2341,1,3,2,Entire home/apt,Suburb,Recently renovated. easy check-in process. modern finishes throughout. responsive host.,185.9
listing2342,1,3,2,Private room,Uptown,Standard kitchen and bath. responsive host. reliable wifi.,121.77
listing2343,3,2,4,Entire home/apt,Uptown,Modern finishes throughout. parking available nearby. quiet street. walk to great restaurants. high-end appliances.,245.83
listing2344,1,2,2,Entire home/apt,Suburb,Marble bathroom and premium linens. five-star concierge service. responsive host.,246.18
listing2345,5,2,11,Shared room,Waterfront,Great for a short stay. convenient location. close to public transit. well maintained.,219.63
listing2346,5,3,6,Private room,Waterfront,A bit dated but functional. no frills stay. great for a short stay. quiet street.,190.55
listing2347,4,2,5,Private room,Waterfront,Reliable wifi. comfortable and clean. well maintained. close to public transit.,232.83
listing2348,4,1,9,Shared room,Suburb,Easy check-in process. no frills stay. basic amenities. a bit dated but functional. responsive host.,101.55
listing2349,3,2,4,Entire home/apt,Suburb,Standard kitchen and bath. comfortable and clean. reliable wifi. great for a short stay. close to public transit.,180.35
listing2350,1,1,3,Entire home/apt,Waterfront,"No frills stay. easy check-in process. parking available nearby. a bit dated but functional. thin walls, budget option.",185.78
listing2351,2,2,5,Entire home/apt,Downtown,"Basic amenities. thin walls, budget option. great for a short stay. parking available nearby. shared bathroom down the hall.",192.26
listing2352,3,1,7,Entire home/apt,Downtown,Standard kitchen and bath. well maintained. reliable wifi. close to public transit.,260.08
listing2353,5,1,6,Entire home/apt,Waterfront,No frills stay. great for a short stay. responsive host. shared bathroom down the hall.,250.2
listing2354,2,3,3,Shared room,Suburb,High-end appliances. walk to great restaurants. responsive host. spacious and bright.,131.51
listing2355,3,1,7,Entire home/apt,Uptown,"No frills stay. responsive host. thin walls, budget option.",201.14
listing2356,2,2,5,Entire home/apt,Downtown,Easy check-in process. spacious and bright. quiet street. walk to great restaurants.,278.12
listing2357,1,3,2,Entire home/apt,Downtown,"Basic amenities. parking available nearby. responsive host. thin walls, budget option. shared bathroom down the hall.",190.22
listing2358,1,3,3,Entire home/apt,Uptown,Basic amenities. no frills stay. responsive host.,163.92
listing2359,2,2,5,Entire home/apt,Suburb,Shared bathroom down the hall. easy check-in process. basic amenities.,162.34
listing2360,1,1,2,Private room,Downtown,Parking available nearby. walk to great restaurants. recently renovated. easy check-in process.,174.95
listing2361,1,3,3,Entire home/apt,Waterfront,Reliable wifi. great for a short stay. convenient location. close to public transit.,227.41
listing2362,2,3,3,Private room,Suburb,Reliable wifi. easy check-in process. standard kitchen and bath. close to public transit. well maintained.,121.29
listing2363,2,2,5,Private room,Suburb,No frills stay. close to public transit. quiet street. shared bathroom down the hall. a bit dated but functional.,73.66
listing2364,3,1,7,Private room,Downtown,Designer furnished. great for a short stay. close to public transit. marble bathroom and premium linens.,279.19
listing2365,1,1,3,Private room,Suburb,Parking available nearby. a bit dated but functional. basic amenities. no frills stay. close to public transit.,55.51
listing2366,2,1,3,Entire home/apt,Waterfront,Easy check-in process. well maintained. standard kitchen and bath. close to public transit. convenient location.,218.04
listing2367,3,1,4,Entire home/apt,Suburb,High-end appliances. recently renovated. easy check-in process. spacious and bright.,245.33
listing2368,5,3,11,Entire home/apt,Downtown,Responsive host. no frills stay. shared bathroom down the hall.,271.87
listing2369,4,1,9,Shared room,Uptown,Convenient location. comfortable and clean. well maintained. parking available nearby. easy check-in process.,182.73
listing2370,5,1,11,Private room,Waterfront,Modern finishes throughout. parking available nearby. high-end appliances. easy check-in process. spacious and bright.,283.73
listing2371,2,3,3,Entire home/apt,Uptown,Convenient location. standard kitchen and bath. close to public transit. responsive host. well maintained.,216.81
listing2372,3,3,4,Entire home/apt,Uptown,"Parking available nearby. thin walls, budget option. shared bathroom down the hall.",200.26
listing2373,3,1,7,Private room,Waterfront,Parking available nearby. standard kitchen and bath. easy check-in process. reliable wifi.,172.0
listing2374,5,2,6,Private room,Waterfront,Easy check-in process. basic amenities. shared bathroom down the hall.,202.32
listing2375,5,2,11,Private room,Downtown,Designer furnished. easy check-in process. stunning skyline view. responsive host. marble bathroom and premium linens.,338.02
listing2376,5,2,6,Private room,Uptown,Responsive host. well maintained. standard kitchen and bath. comfortable and clean.,212.11
listing2377,4,3,5,Private room,Downtown,Comfortable and clean. quiet street. great for a short stay. reliable wifi. convenient location.,209.62
listing2378,3,3,4,Private room,Suburb,"Shared bathroom down the hall. close to public transit. quiet street. thin walls, budget option. a bit dated but functional.",88.69
listing2379,3,3,7,Entire home/apt,Suburb,Great for a short stay. responsive host. high-end appliances. modern finishes throughout. recently renovated.,243.5
listing2380,5,1,11,Entire home/apt,Downtown,Modern finishes throughout. great for a short stay. high-end appliances. walk to great restaurants.,363.62
listing2381,2,1,3,Shared room,Downtown,Great for a short stay. responsive host. a bit dated but functional. basic amenities. no frills stay.,79.89
listing2382,2,2,3,Private room,Downtown,Great for a short stay. spacious and bright. high-end appliances.,215.12
listing2383,5,1,11,Entire home/apt,Uptown,Close to public transit. standard kitchen and bath. well maintained. easy check-in process.,267.79
listing2384,2,2,3,Private room,Suburb,Parking available nearby. spacious and bright. great for a short stay. walk to great restaurants. recently renovated.,150.81
listing2385,2,1,5,Entire home/apt,Uptown,Well maintained. convenient location. close to public transit. standard kitchen and bath.,208.5
listing2386,3,3,4,Private room,Downtown,"Close to public transit. a bit dated but functional. thin walls, budget option. shared bathroom down the hall.",150.16
listing2387,2,1,3,Entire home/apt,Downtown,High-end appliances. modern finishes throughout. close to public transit.,272.11
listing2388,5,1,6,Private room,Downtown,Spacious and bright. easy check-in process. modern finishes throughout. walk to great restaurants. parking available nearby.,254.91
listing2389,5,1,11,Entire home/apt,Suburb,Comfortable and clean. convenient location. quiet street. close to public transit.,259.53
listing2390,2,1,3,Entire home/apt,Waterfront,Responsive host. basic amenities. a bit dated but functional.,189.79
listing2391,3,2,7,Entire home/apt,Waterfront,Recently renovated. great for a short stay. easy check-in process. modern finishes throughout.,314.9
listing2392,5,2,6,Private room,Uptown,Shared bathroom down the hall. quiet street. basic amenities. no frills stay.,192.95
listing2393,4,3,5,Entire home/apt,Suburb,Standard kitchen and bath. great for a short stay. well maintained. quiet street.,230.42
listing2394,2,1,5,Entire home/apt,Uptown,Close to public transit. convenient location. reliable wifi.,221.76
listing2395,3,2,7,Private room,Suburb,"No frills stay. responsive host. thin walls, budget option. shared bathroom down the hall.",109.66
listing2396,4,2,5,Entire home/apt,Suburb,Quiet street. a bit dated but functional. basic amenities.,201.17
listing2397,4,2,5,Entire home/apt,Uptown,"Quiet street. a bit dated but functional. no frills stay. thin walls, budget option. close to public transit.",222.87
listing2398,1,3,2,Entire home/apt,Suburb,Close to public transit. stunning skyline view. responsive host. five-star concierge service. marble bathroom and premium linens.,243.18
listing2399,2,1,5,Private room,Downtown,Reliable wifi. easy check-in process. convenient location.,158.57
listing2400,5,2,6,Entire home/apt,Waterfront,Great for a short stay. spacious and bright. walk to great restaurants. recently renovated.,339.09
listing2401,2,3,3,Entire home/apt,Downtown,Designer furnished. five-star concierge service. great for a short stay.,312.76
listing2402,2,3,3,Entire home/apt,Uptown,Walk to great restaurants. parking available nearby. spacious and bright.,257.3
listing2403,2,2,5,Entire home/apt,Downtown,Standard kitchen and bath. great for a short stay. responsive host. convenient location. well maintained.,232.76
listing2404,1,2,2,Entire home/apt,Downtown,Reliable wifi. great for a short stay. well maintained. quiet street. standard kitchen and bath.,200.13
listing2405,1,3,3,Entire home/apt,Downtown,Well maintained. quiet street. reliable wifi. comfortable and clean.,214.18
listing2406,2,2,3,Entire home/apt,Uptown,Quiet street. reliable wifi. standard kitchen and bath. responsive host.,201.92
listing2407,5,3,6,Entire home/apt,Waterfront,Marble bathroom and premium linens. great for a short stay. designer furnished.,394.59
listing2408,1,1,2,Private room,Uptown,Recently renovated. walk to great restaurants. quiet street.,147.68
listing2409,2,2,3,Entire home/apt,Uptown,Comfortable and clean. parking available nearby. reliable wifi. well maintained.,195.27
listing2410,1,1,2,Entire home/apt,Suburb,Convenient location. quiet street. reliable wifi. comfortable and clean.,177.88
listing2411,3,1,7,Shared room,Suburb,Walk to great restaurants. responsive host. recently renovated.,135.09
listing2412,2,2,3,Private room,Downtown,Parking available nearby. quiet street. basic amenities. no frills stay. shared bathroom down the hall.,120.98
listing2413,4,1,9,Private room,Uptown,Great for a short stay. close to public transit. modern finishes throughout. walk to great restaurants. spacious and bright.,221.93
